# This file contains a set of learnable abilities for a custom character.
# -----------------------------------
# Id;AP
# Ability;UInt8
# -----------------------------------
AA:10126;20;# Throw Stone
AA:10127;50;# Gwahaha!
AA:10128;30;# Headbutt
AA:10129;35;# Sneeze
AA:10130;60;# True Medeo
AA:10131;60;# True Poly
AA:10132;60;# True Pyro
AA:10133;120;# Finale!
SA:0;100;# Auto-Reflect
SA:1;110;# Auto-Float
SA:2;65;# Auto-Haste
SA:3;75;# Auto-Regen
SA:4;150;# Auto-Life
SA:5;30;# HP+10%
SA:7;40;# MP+10%
SA:9;20;# Accuracy+
SA:10;30;# Distract
SA:11;200;# Long Reach
SA:12;45;# MP Attack
SA:13;45;# Bird Killer
SA:14;20;# Bug Killer
SA:15;55;# Stone Killer
SA:16;25;# Undead Killer
SA:18;45;# Devil Killer
SA:19;20;# Beast Killer
SA:20;60;# Man Eater
SA:25;45;# Add Status
SA:26;80;# Gamble Defense
SA:27;70;# Chemist
SA:35;100;# High Tide
SA:36;65;# Counter
SA:39;50;# Eye 4 Eye
SA:40;30;# Body Temp
SA:41;35;# Alert
SA:43;55;# Level Up
SA:44;55;# Ability Up
SA:48;25;# Insomniac
SA:49;20;# Antibody
SA:50;20;# Bright Eyes
SA:52;90;# Restore HP
SA:53;35;# Jelly
SA:56;40;# Auto-Potion
SA:57;30;# Locomotion
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
