# This file contains a set of learnable abilities for a custom character.
# -----------------------------------
# Id;AP
# Ability;UInt8
# -----------------------------------
AA:10109;20;# Wake Slap
AA:10110;40;# Cheer Up
AA:10111;35;# Dramatic Exit
AA:10112;50;# Center Stage
AA:10113;75;# Encore
AA:10114;25;# Dramatic Rise
AA:10115;70;# Tanatalize
AA:10116;80;# Shooting Star
SA:0;125;# Auto-Reflect
SA:1;40;# Auto-Float
SA:2;50;# Auto-Haste
SA:3;65;# Auto-Regen
SA:4;125;# Auto-Life
SA:5;35;# HP+10%
SA:7;45;# MP+10%
SA:8;80;# MP+20%
SA:9;65;# Accuracy+
SA:10;50;# Distract
SA:12;35;# MP Attack
SA:24;0;# Healer
SA:26;75;# Gamble Defense
SA:27;20;# Chemist
SA:34;60;# Half MP
SA:35;135;# High Tide
SA:40;35;# Body Temp
SA:43;60;# Level Up
SA:44;50;# Ability Up
SA:48;20;# Insomniac
SA:49;45;# Antibody
SA:50;35;# Bright Eyes
SA:51;40;# Loudmouth
SA:53;45;# Jelly
SA:56;20;# Auto-Potion
SA:57;30;# Locomotion
SA:58;40;# Clear Headed
SA:10005;55;# Power Volley
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
