#! IncludeCastingTitleType
# This file contains character actions.
# -----------------------------------------------
# Comment;id;menuWindow;targets;defaultAlly;forDead;defaultOnDead;defaultCamera;animationId1;animationId2;scriptId;power;elements;rate;category;statusIndex;mp;type;commandTitle
# String;Int32;UInt8;UInt8;Boolean;Boolean;Boolean;Boolean;Int16;UInt16;Int32;Int32;UInt8;Int32;UInt8;Int32;Int32;UInt8;UInt8
# -----------------------------------------------
;11000;None(0);SingleAny(0);0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;# 
Cure;11001;Hp(1);SingleAny(0);1;1;0;0;8;9;10;16;0;0;71;0;6;1;255;# Cure
Cura;11002;Hp(1);SingleAny(0);1;1;0;0;141;162;10;38;0;0;71;0;10;1;255;# Cura
Regen;11003;Hp(1);SingleAny(0);1;0;0;0;32;10;103;0;0;255;71;1;14;0;255;# Regen
Curaga;11004;Hp(1);SingleAny(0);1;1;0;0;142;144;10;107;0;0;71;0;22;1;255;# Curaga
Panacea;11005;Debuffs(3);SingleAny(0);1;0;0;0;12;10;12;0;0;255;71;3;4;1;255;# Panacea
Stona;11006;Debuffs(3);SingleAny(0);1;0;0;0;13;10;12;0;0;255;71;4;8;1;255;# Stona
Esuna;11007;Debuffs(3);SingleAny(0);1;0;0;0;11;10;12;0;0;255;71;5;20;1;255;# Esuna
Barrier;11008;Buffs(4);SingleAny(0);1;0;0;0;123;10;103;0;0;255;71;7;6;0;255;# Barrier
MBarrier;11009;Buffs(4);SingleAny(0);1;0;0;0;63;10;103;0;0;255;71;6;6;0;255;# MBarrier
Reflect;11010;Buffs(4);SingleAny(0);1;0;0;0;79;10;103;0;0;255;71;11;6;0;255;# Reflect
Wall;11011;Buffs(4);SingleAlly(1);1;1;0;0;81;10;103;0;0;255;70;26;64;2;255;# Wall
Raise;11012;Hp(1);SingleAny(0);1;1;1;1;17;10;13;5;0;255;71;2;8;1;255;# Raise
Arise;11013;Hp(1);SingleAny(0);1;1;1;1;15;10;13;100;0;255;71;2;24;1;255;# Arise
Haste;11014;Buffs(4);SingleAny(0);1;0;0;0;89;10;103;0;0;255;71;8;8;0;255;# Haste
Slow;11015;None(0);SingleAny(0);0;0;0;0;126;10;11;0;0;60;71;18;6;0;255;# Slow
Stop;11016;None(0);SingleAny(0);0;0;0;0;149;10;11;0;0;40;71;19;8;0;255;# Stop
Confuse;11017;None(0);SingleAny(0);0;0;0;0;96;97;11;0;0;50;71;12;8;0;255;# Confuse
Berserk;11018;None(0);SingleAny(0);0;0;0;0;14;140;11;0;0;75;71;13;6;0;255;# Berserk
Fire;11019;None(0);SingleAny(0);0;0;0;0;0;70;9;14;1;0;19;0;6;0;255;# Fire
Fira;11020;None(0);SingleAny(0);0;0;0;0;2;71;9;29;1;0;19;0;12;0;255;# Fira
Firaga;11021;None(0);SingleAny(0);0;0;0;0;7;72;9;72;1;0;19;0;24;0;255;# Firaga
Blizzard;11022;None(0);SingleAny(0);0;0;0;0;6;62;9;14;2;0;19;0;6;0;255;# Blizzard
Blizzara;11023;None(0);SingleAny(0);0;0;0;0;4;77;9;29;2;0;19;0;12;0;255;# Blizzara
Blizzaga;11024;None(0);SingleAny(0);0;0;0;0;151;152;9;72;2;0;19;0;24;0;255;# Blizzaga
Thunder;11025;None(0);SingleAny(0);0;0;0;0;3;66;9;14;4;0;19;0;6;0;255;# Thunder
Thundara;11026;None(0);SingleAny(0);0;0;0;0;5;73;9;29;4;0;19;0;12;0;255;# Thundara
Thundaga;11027;None(0);SingleAny(0);0;0;0;0;24;133;9;72;4;0;19;0;24;0;255;# Thundaga
Freeze;11028;None(0);All(6);0;0;0;0;170;151;9;100;2;25;19;28;55;0;255;# Freeze
Break;11029;None(0);All(6);0;0;0;0;153;153;9;100;8;25;19;19;55;0;255;# Break
Tornado;11030;None(0);All(6);0;0;0;0;171;171;9;100;32;25;19;12;55;0;255;# Tornado
Flare;11031;None(0);All(6);0;0;0;0;125;10;9;100;1;0;19;29;55;0;255;# Flare
Ultima;11032;None(0);All(6);0;0;0;0;384;10;9;200;0;0;18;0;100;0;255;# Ultima
Cure+;11033;Hp(1);ManyAny(3);1;1;0;0;9;8;10;16;0;0;71;0;6;1;255;# Cure+
Cura+;11034;Hp(1);ManyAny(3);1;1;0;0;162;141;10;38;0;0;71;0;10;1;255;# Cura+
Regen+;11035;Hp(1);ManyAny(3);1;0;0;0;32;10;103;0;0;255;71;1;14;0;255;# Regen+
Curaga+;11036;Hp(1);ManyAny(3);1;1;0;0;144;142;10;107;0;0;71;0;22;1;255;# Curaga+
Panacea+;11037;Debuffs(3);ManyAny(3);1;0;0;0;12;10;12;0;0;255;71;3;4;1;255;# Panacea+
Stona+;11038;Debuffs(3);ManyAny(3);1;0;0;0;13;10;12;0;0;255;71;4;8;1;255;# Stona+
Esuna+;11039;Debuffs(3);ManyAny(3);1;0;0;0;11;10;12;0;0;255;71;5;20;1;255;# Esuna+
Barrier+;11040;Buffs(4);ManyAny(3);1;0;0;0;123;10;103;0;0;255;71;7;6;0;255;# Barrier+
MBarrier+;11041;Buffs(4);ManyAny(3);1;0;0;0;63;10;103;0;0;255;71;6;6;0;255;# MBarrier+
Reflect+;11042;Buffs(4);ManyAny(3);1;0;0;0;79;10;103;0;0;255;71;11;6;0;255;# Reflect+
Wall+;11043;Buffs(4);ManyAlly(4);1;1;0;0;81;10;103;0;0;255;70;26;64;2;255;# Wall+
Raise+;11044;Hp(1);ManyAny(3);1;1;1;1;17;10;13;5;0;255;71;2;8;1;255;# Raise+
Arise+;11045;Hp(1);ManyAny(3);1;1;1;1;15;10;13;100;0;255;71;2;24;1;255;# Arise+
Haste+;11046;Buffs(4);ManyAny(3);1;0;0;0;89;10;103;0;0;255;71;8;8;0;255;# Haste+
Slow+;11047;None(0);ManyAny(3);0;0;0;0;126;10;11;0;0;60;71;18;6;0;255;# Slow+
Stop+;11048;None(0);ManyAny(3);0;0;0;0;149;10;11;0;0;40;71;19;8;0;255;# Stop+
Confuse+;11049;None(0);ManyAny(3);0;0;0;0;96;97;11;0;0;50;71;12;8;0;255;# Confuse+
Berserk+;11050;None(0);ManyAny(3);0;0;0;0;140;14;11;0;0;75;71;13;6;0;255;# Berserk+
Fire+;11051;None(0);ManyAny(3);0;0;0;0;70;0;9;14;1;0;19;0;6;0;255;# Fire+
Fira+;11052;None(0);ManyAny(3);0;0;0;0;71;2;9;29;1;0;19;0;12;0;255;# Fira+
Firaga+;11053;None(0);ManyAny(3);0;0;0;0;72;7;9;72;1;0;19;0;24;0;255;# Firaga+
Blizzard+;11054;None(0);ManyAny(3);0;0;0;0;62;6;9;14;2;0;19;0;6;0;255;# Blizzard+
Blizzara+;11055;None(0);ManyAny(3);0;0;0;0;77;4;9;29;2;0;19;0;12;0;255;# Blizzara+
Blizzaga+;11056;None(0);ManyAny(3);0;0;0;0;152;151;9;72;2;0;19;0;24;0;255;# Blizzaga+
Thunder+;11057;None(0);ManyAny(3);0;0;0;0;66;3;9;14;4;0;19;0;6;0;255;# Thunder+
Thundara+;11058;None(0);ManyAny(3);0;0;0;0;73;5;9;29;4;0;19;0;12;0;255;# Thundara+
Thundaga+;11059;None(0);ManyAny(3);0;0;0;0;133;24;9;72;4;0;19;0;24;0;255;# Thundaga+
Assess;11060;None(0);SingleAny(0);0;0;0;0;250;10;59;0;0;0;70;0;15;0;255;# Assess
Steal;11061;None(0);SingleEnemy(2);0;0;0;0;200;10;58;0;0;0;68;0;0;0;0;# Steal
D. Blow;11062;None(0);SingleAny(0);0;0;0;0;11001;10;11000;0;0;0;12;0;0;0;0;# D. Blow
Double Cut;11063;None(0);SingleAny(0);0;0;0;0;11002;10;1;0;0;0;12;0;0;0;0;# Double Cut
Slash All;11064;None(0);All(6);0;0;0;0;11000;10;1;0;0;0;12;0;0;0;0;# Slash All
