# This file contains a set of learnable abilities for a custom character.
# -----------------------------------
# Id;AP
# Ability;UInt8
# -----------------------------------
AA:10082;20;# Flame
AA:10083;30;# Flood
AA:10084;35;# Blitz
AA:10085;55;# Shadowbind
AA:10086;40;# Frost
AA:10087;55;# Shine
AA:10088;45;# Tremor
AA:10089;50;# Gale
SA:0;125;# Auto-Reflect
SA:1;20;# Auto-Float
SA:2;50;# Auto-Haste
SA:3;40;# Auto-Regen
SA:4;200;# Auto-Life
SA:5;40;# HP+10%
SA:7;40;# MP+10%
SA:9;50;# Accuracy+
SA:10;40;# Distract
SA:12;40;# MP Attack
SA:13;20;# Bird Killer
SA:14;30;# Bug Killer
SA:16;50;# Undead Killer
SA:18;40;# Devil Killer
SA:19;55;# Beast Killer
SA:20;20;# Man Eater
SA:27;50;# Chemist
SA:28;100;# Power Throw
SA:35;80;# High Tide
SA:36;35;# Counter
SA:39;50;# Eye 4 Eye
SA:40;20;# Body Temp
SA:41;20;# Alert
SA:42;40;# Initiative
SA:43;60;# Level Up
SA:44;80;# Ability Up
SA:48;20;# Insomniac
SA:49;30;# Antibody
SA:50;20;# Bright Eyes
SA:51;60;# Loudmouth
SA:53;45;# Jelly
SA:56;40;# Auto-Potion
SA:57;50;# Locomotion
SA:10004;0;# Utsusemi
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
