# This file contains a set of learnable abilities for a custom character.
# -----------------------------------
# Id;AP
# Ability;UInt8
# -----------------------------------
SA:11000;0;# DFFOO AC
SA:11001;0;# Chocobo GP
SA:11002;0;# OG Ninostyle
SA:11003;0;# EC Infantryman
SA:11004;0;# EC Dress
SA:11005;0;# EC SOLDIER
SA:11006;0;# EC Masamune
SA:11007;0;# EC Battlfiend
SA:11008;0;# EC Maritime Sailor
SA:11009;0;# EC Rider
SA:11010;0;# EC Mystic Coat
SA:11011;0;# EC Bandaged Coat
SA:11012;0;# EC Official Festive
SA:11013;0;# EC Zidane
SA:11014;0;# EC Saber Style
SA:11015;0;# EC Glavenus Armor
SA:11016;0;# EC Bahamut
SA:11017;0;# EC Locke
SA:11018;0;# EC Holiday
SA:11019;0;# EC New Year
SA:11020;0;# EC Erdrick's Armor
SA:11021;0;# EC Advent Children
SA:11022;0;# EC Equilibrium
SA:11023;0;# EC Scanner Ensemble
SA:12067;20;# Assess
SA:12068;30;# Steal
SA:12069;125;# D. Blow
SA:12070;150;# Double Cut
SA:12071;150;# Slash All
SA:12000;35;# Cure
SA:12001;90;# Cura
SA:12002;150;# Regen
SA:12003;210;# Curaga
SA:12004;30;# Pancea
SA:12005;65;# Stona
SA:12006;125;# Esuna
SA:12007;40;# Barrier
SA:12008;85;# MBarrier
SA:12009;145;# Reflect
SA:12010;200;# Wall
SA:12011;45;# Raise
SA:12012;135;# Arise
SA:12013;40;# Haste
SA:12014;95;# Slow
SA:12015;135;# Stop
SA:12016;30;# Confuse
SA:12017;80;# Berserk
SA:12018;35;# Fire
SA:12019;90;# Fira
SA:12020;150;# Firaga
SA:12021;35;# Blizzard
SA:12022;90;# Blizzara
SA:12023;150;# Blizzaga
SA:12024;35;# Thunder
SA:12025;90;# Thundara
SA:12026;150;# Thundaga
SA:12027;100;# Freeze
SA:12028;150;# Break
SA:12029;200;# Tornado
SA:12030;250;# Flare
SA:12031;255;# Ultima
SA:12032;100;# ALL
SA:12033;160;# HP Absorb
SA:12034;160;# MP Absorb
SA:12035;60;# MP Turbo Lvl 1
SA:12036;130;# MP Turbo Lvl 2
SA:12037;200;# MP Turbo Lvl 3
SA:12038;255;# MP Turbo ★
SA:12039;70;# Mag Counter Lvl 1
SA:12040;150;# Mag Counter Lvl 2
SA:12041;205;# Mag Counter Lvl 3
SA:12042;255;# Mag Counter ★
SA:12043;70;# Counter Atk Lvl 1
SA:12044;150;# Counter Atk Lvl 2
SA:12045;205;# Counter Atk Lvl 3
SA:12046;255;# Counter Atk ★
SA:12047;40;# Cover Lvl 1
SA:12048;80;# Cover Lvl 2
SA:12049;120;# Cover Lvl 3
SA:12050;160;# Cover ★
SA:12051;60;# HP Plus Lvl 1
SA:12052;120;# HP Plus Lvl 2
SA:12053;200;# HP Plus ★
SA:12054;60;# MP Plus Lvl 1
SA:12055;120;# MP Plus Lvl 2
SA:12056;200;# MP Plus ★
SA:12057;180;# Long Range
SA:12058;0;# EXP Plus Lvl 1
SA:12059;60;# EXP Plus Lvl 2
SA:12060;120;# EXP Plus Lvl ★
SA:12061;110;# Strength Up Lvl 1
SA:12062;190;# Strength Up Lvl 2
SA:12063;255;# Strength Up ★
SA:12064;110;# Magic Up Lvl 1
SA:12065;190;# Magic Up Lvl 2
SA:12066;255;# Magic Up ★
0;0;# Void
AA:11060;0;# Assess
AA:11061;0;# Steal
AA:11062;0;# D. Blow
AA:11063;0;# Double Cut
AA:11064;0;# Slash All
AA:11001;0;# Cure
AA:11002;0;# Cura
AA:11003;0;# Regen
AA:11004;0;# Curaga
AA:11005;0;# Panacea
AA:11006;0;# Stona
AA:11007;0;# Esuna
AA:11008;0;# Barrier
AA:11009;0;# MBarrier
AA:11010;0;# Reflect
AA:11011;0;# Wall
AA:11012;0;# Raise
AA:11013;0;# Arise
AA:11014;0;# Haste
AA:11015;0;# Slow
AA:11016;0;# Stop
AA:11017;0;# Confuse
AA:11018;0;# Berserk
AA:11019;0;# Fire
AA:11020;0;# Fira
AA:11021;0;# Firaga
AA:11022;0;# Blizzard
AA:11023;0;# Blizzara
AA:11024;0;# Blizzaga
AA:11025;0;# Thunder
AA:11026;0;# Thundara
AA:11027;0;# Thundaga
AA:11028;0;# Freeze
AA:11029;0;# Break
AA:11030;0;# Tornado
AA:11031;0;# Flare
AA:11032;0;# Ultima
0;0;# Void
AA:11065;45;# Braver
AA:11066;65;# Focused Thrust
AA:11067;40;# Firebolt Blade
AA:11069;50;# Punisher Mode
AA:11072;75;# Disorder
AA:11073;100;# Triple Slash
AA:11074;125;# Prime Mode
AA:11076;150;# Omnislash
SA:12072;120;# Warmup
SA:12073;65;# Lightfoot
SA:12074;100;# Mirror Ward
SA:12075;60;# Mercenary
SA:12076;60;# Bounty Hunter
SA:12077;75;# Combat Medic
SA:12078;75;# Field Medic
SA:12079;105;# Instinct
SA:12080;155;# Payday
SA:12081;75;# Mental Discipline
SA:12082;90;# Sharp Senses
SA:12083;120;# Toxin Ward
SA:12084;70;# Seal Ward
SA:12085;80;# Weatherproof
SA:12086;200;# Headstart
SA:12087;115;# Gaia's Blessing
SA:12088;120;# Adrenaline
SA:12089;65;# Punisher Start
SA:12090;150;# Prime Start
SA:12091;140;# Relentless Punisher
