# This file contains a set of learnable abilities for a custom character.
# -----------------------------------
# Id;AP
# Ability;UInt8
# -----------------------------------
AA:10071;30;# Power
AA:10072;40;# Fragility
AA:10073;35;# Debilitation
AA:10074;55;# Harmony
AA:10075;25;# Difference
AA:10076;60;# Water
AA:10077;80;# Life
AA:10078;100;# Cleyra
SA:0;75;# Auto-Reflect
SA:1;20;# Auto-Float
SA:2;50;# Auto-Haste
SA:3;45;# Auto-Regen
SA:4;110;# Auto-Life
SA:5;40;# HP+10%
SA:7;55;# MP+10%
SA:13;20;# Bird Killer
SA:14;30;# Bug Killer
SA:24;20;# Healer
SA:27;25;# Chemist
SA:29;50;# Power Up
SA:33;50;# Concentrate
SA:34;150;# Half MP
SA:35;40;# High Tide
SA:36;55;# Counter
SA:40;25;# Body Temp
SA:43;50;# Level Up
SA:44;60;# Ability Up
SA:48;20;# Insomniac
SA:49;15;# Antibody
SA:53;45;# Jelly
SA:56;30;# Auto-Potion
SA:57;30;# Locomotion
SA:58;20;# Clear Headed
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
