# This file contains a set of learnable abilities for a custom character.
# -----------------------------------
# Id;AP
# Ability;UInt8
# -----------------------------------
AA:49;20;# Shiva
AA:51;35;# Ifrit
AA:53;30;# Ramuh
AA:66;40;# Fenrir
AA:55;30;# Atomos
AA:58;30;# Odin
AA:60;40;# Leviathan
AA:62;80;# Bahamut
AA:74;70;# Madeen
AA:64;100;# Ark
AA:2;50;# Cura
AA:33;20;# Thunder
AA:34;35;# Thundara
AA:35;50;# Thundaga
AA:41;45;# Demi
AA:42;60;# Comet
AA:47;80;# Flare
AA:10009;100;# Flare Star
SA:0;70;# Auto-Reflect
SA:1;20;# Auto-Float
SA:2;55;# Auto-Haste
SA:3;30;# Auto-Regen
SA:4;70;# Auto-Life
SA:8;30;# MP+20%
SA:30;30;# Reflect-Null
SA:31;80;# Reflectx2
SA:32;60;# Mag Elem Null
SA:34;140;# Half MP
SA:35;25;# High Tide
SA:40;15;# Body Temp
SA:43;30;# Level Up
SA:44;55;# Ability Up
SA:48;25;# Insomniac
SA:49;35;# Antibody
SA:51;40;# Loudmouth
SA:53;45;# Jelly
SA:54;90;# Return Magic
SA:55;30;# Absorb MP
SA:57;25;# Locomotion
SA:58;10;# Clear Headed
SA:59;150;# Boost
SA:10000;30;# Adversity
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
