# This file contains a set of learnable abilities for a custom character.
# -----------------------------------
# Id;AP
# Ability;UInt8
# -----------------------------------
AA:1;30;# Cure
AA:2;55;# Cura
AA:4;30;# Regen
AA:5;50;# Life
AA:7;30;# Scan
AA:8;20;# Panacea
AA:9;20;# Stona
AA:11;40;# Shell
AA:12;35;# Protect
AA:13;40;# Haste
AA:25;30;# Fire
AA:26;55;# Fira
AA:28;25;# Sleep
AA:29;30;# Blizzard
AA:30;55;# Blizzara
AA:32;25;# Slow
AA:33;30;# Thunder
AA:34;55;# Thundara
AA:36;30;# Stop
AA:37;40;# Poison
AA:39;50;# Osmose
AA:40;40;# Drain
AA:42;75;# Comet
AA:44;35;# Break
AA:45;60;# Water
AA:10002;30;# Aero
AA:10003;55;# Aera
AA:10080;25;# Dia
AA:10081;50;# Diara
SA:0;65;# Auto-Reflect
SA:1;20;# Auto-Float
SA:2;50;# Auto-Haste
SA:3;25;# Auto-Regen
SA:4;65;# Auto-Life
SA:5;30;# HP+10%
SA:7;25;# MP+10%
SA:12;40;# MP Attack
SA:13;50;# Bird Killer
SA:14;40;# Bug Killer
SA:16;25;# Undead Killer
SA:19;50;# Beast Killer
SA:24;40;# Healer
SA:25;45;# Add Status
SA:27;40;# Chemist
SA:30;35;# Reflect-Null
SA:31;115;# Reflectx2
SA:32;110;# Mag Elem Null
SA:33;50;# Concentrate
SA:34;100;# Half MP
SA:35;50;# High Tide
SA:36;55;# Counter
SA:39;60;# Eye 4 Eye
SA:40;20;# Body Temp
SA:43;25;# Level Up
SA:44;40;# Ability Up
SA:48;20;# Insomniac
SA:49;25;# Antibody
SA:50;40;# Bright Eyes
SA:51;35;# Loudmouth
SA:53;20;# Jelly
SA:54;110;# Return Magic
SA:55;100;# Absorb MP
SA:56;50;# Auto-Potion
SA:57;30;# Locomotion
SA:58;35;# Clear Headed
