# This file contains a set of learnable abilities for a custom character.
# -----------------------------------
# Id;AP
# Ability;UInt8
# -----------------------------------
AA:10021;0;# Shelter Formation
AA:10022;0;# Turtle Formation
AA:10023;0;# Blitz Formation
AA:10024;0;# Expose Openings
AA:10025;0;# Expose Weakness
AA:10026;0;# Javelin
AA:148;0;# Charge!
AA:150;0;# Stock Break
SA:0;0;# Auto-Reflect
SA:1;0;# Auto-Float
SA:2;0;# Auto-Haste
SA:3;0;# Auto-Regen
SA:4;0;# Auto-Life
SA:5;0;# HP+10%
SA:6;0;# HP+20%
SA:7;0;# MP+10%
SA:9;0;# Accuracy+
SA:10;0;# Distract
SA:11;0;# Long Reach
SA:12;0;# MP Attack
SA:13;0;# Bird Killer
SA:14;0;# Bug Killer
SA:15;0;# Stone Killer
SA:16;0;# Undead Killer
SA:17;0;# Dragon Killer
SA:18;0;# Devil Killer
SA:19;0;# Beast Killer
SA:20;0;# Man Eater
SA:25;0;# Add Status
SA:26;0;# Gamble Defense
SA:27;0;# Chemist
SA:35;0;# High Tide
SA:36;0;# Counter
SA:37;0;# Cover
SA:38;0;# Protect Girls
SA:39;0;# Eye 4 Eye
SA:40;0;# Body Temp
SA:41;0;# Alert
SA:42;0;# Initiative
SA:43;0;# Level Up
SA:44;0;# Ability Up
SA:48;0;# Insomniac
SA:49;0;# Antibody
SA:50;0;# Bright Eyes
SA:52;0;# Restore HP
SA:56;0;# Auto-Potion
SA:57;0;# Locomotion
SA:58;0;# Clear Headed
