# This file contains a set of learnable abilities for a custom character.
# -----------------------------------
# Id;AP
# Ability;UInt8
# -----------------------------------
AA:10028;30;# Thunder Strike
AA:10029;35;# Holy Strike
AA:10030;45;# At Ease
AA:10031;40;# Shockwave
AA:10032;55;# Imperial Storm
AA:149;35;# Thunder Slash
AA:152;70;# Shock
AA:10033;80;# Volt Stasis
SA:0;90;# Auto-Reflect
SA:1;30;# Auto-Float
SA:2;60;# Auto-Haste
SA:3;55;# Auto-Regen
SA:4;150;# Auto-Life
SA:5;20;# HP+10%
SA:8;50;# MP+20%
SA:9;40;# Accuracy+
SA:11;230;# Long Reach
SA:12;65;# MP Attack
SA:13;15;# Bird Killer
SA:14;15;# Bug Killer
SA:15;15;# Stone Killer
SA:16;15;# Undead Killer
SA:18;15;# Devil Killer
SA:19;15;# Beast Killer
SA:20;15;# Man Eater
SA:25;20;# Add Status
SA:27;35;# Chemist
SA:35;70;# High Tide
SA:36;250;# Counter
SA:39;60;# Eye 4 Eye
SA:40;40;# Body Temp
SA:41;30;# Alert
SA:42;60;# Initiative
SA:43;60;# Level Up
SA:44;90;# Ability Up
SA:48;30;# Insomniac
SA:49;20;# Antibody
SA:50;30;# Bright Eyes
SA:51;50;# Loudmouth
SA:53;25;# Jelly
SA:54;200;# Return Magic
SA:55;60;# Absorb MP
SA:56;30;# Auto-Potion
SA:57;30;# Locomotion
SA:58;30;# Clear Headed
SA:10002;35;# Pyrotechnics
SA:10003;55;# Chemistry
0;0;# Void
