# This file contains a set of learnable abilities for a custom character.
# -----------------------------------
# Id;AP
# Ability;UInt8
# -----------------------------------
AA:10061;40;# Blinding Smoke
AA:10062;55;# Numbing Needles
AA:10063;35;# Contagion
AA:10064;60;# Throat stab
AA:10065;30;# Flash
AA:10066;55;# Sleep Gas
AA:10067;65;# Gil Toss
AA:10068;100;# Malady Strike
SA:0;95;# Auto-Reflect
SA:1;20;# Auto-Float
SA:2;50;# Auto-Haste
SA:3;30;# Auto-Regen
SA:4;150;# Auto-Life
SA:6;40;# HP+20%
SA:9;20;# Accuracy+
SA:10;50;# Distract
SA:11;200;# Long Reach
SA:12;45;# MP Attack
SA:13;30;# Bird Killer
SA:14;30;# Bug Killer
SA:15;50;# Stone Killer
SA:16;50;# Undead Killer
SA:18;35;# Devil Killer
SA:19;30;# Beast Killer
SA:20;45;# Man Eater
SA:22;80;# Master Thief
SA:23;30;# Steal Gil
SA:25;35;# Add Status
SA:26;50;# Gamble Defense
SA:35;65;# High Tide
SA:36;80;# Counter
SA:39;40;# Eye 4 Eye
SA:40;30;# Body Temp
SA:41;20;# Alert
SA:42;50;# Initiative
SA:43;75;# Level Up
SA:44;95;# Ability Up
SA:45;150;# Millionaire
SA:48;30;# Insomniac
SA:49;20;# Antibody
SA:50;35;# Bright Eyes
SA:52;95;# Restore HP
SA:53;30;# Jelly
SA:56;45;# Auto-Potion
SA:57;30;# Locomotion
SA:58;25;# Clear Headed
SA:62;60;# Bandit
0;0;# Void
