# This file contains a set of learnable abilities for a custom character.
# -----------------------------------
# Id;AP
# Ability;UInt8
# -----------------------------------
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
