# This file contains a set of learnable abilities for a custom character.
# -----------------------------------
# Id;AP
# Ability;UInt8
# -----------------------------------
AA:10052;20;# Chilling Slash
AA:10053;50;# Coldfront
AA:10054;45;# Glacial Break
AA:10055;60;# Icebound
AA:10056;30;# Frozen Oath
AA:10057;55;# Eternal Winter
AA:151;90;# Climhazzard
AA:10059;150;# Blizzard Trifecta
SA:0;100;# Auto-Reflect
SA:1;20;# Auto-Float
SA:2;60;# Auto-Haste
SA:3;75;# Auto-Regen
SA:4;160;# Auto-Life
SA:6;70;# HP+20%
SA:7;40;# MP+10%
SA:9;45;# Accuracy+
SA:10;40;# Distract
SA:11;230;# Long Reach
SA:12;60;# MP Attack
SA:13;25;# Bird Killer
SA:14;60;# Bug Killer
SA:15;10;# Stone Killer
SA:16;40;# Undead Killer
SA:17;60;# Dragon Killer
SA:18;50;# Devil Killer
SA:19;70;# Beast Killer
SA:20;40;# Man Eater
SA:25;50;# Add Status
SA:27;20;# Chemist
SA:35;100;# High Tide
SA:36;80;# Counter
SA:38;40;# Protect Girls
SA:39;35;# Eye 4 Eye
SA:40;35;# Body Temp
SA:41;70;# Alert
SA:43;55;# Level Up
SA:44;75;# Ability Up
SA:48;30;# Insomniac
SA:49;30;# Antibody
SA:50;30;# Bright Eyes
SA:51;50;# Loudmouth
SA:53;30;# Jelly
SA:54;150;# Return Magic
SA:55;60;# Absorb MP
SA:56;30;# Auto-Potion
SA:57;45;# Locomotion
SA:58;30;# Clear Headed
0;0;# Void
0;0;# Void
