# This file contains a set of learnable abilities for a custom character.
# -----------------------------------
# Id;AP
# Ability;UInt8
# -----------------------------------
AA:10020;40;# Impale & Brace
AA:10021;50;# Shelter Formation
AA:10022;55;# Turtle Formation
AA:10023;80;# Blitz Formation
AA:10024;55;# Expose Openings
AA:10025;50;# Expose Weakness
AA:148;80;# Charge!
AA:150;90;# Stock Break
SA:0;95;# Auto-Reflect
SA:1;25;# Auto-Float
SA:2;70;# Auto-Haste
SA:3;80;# Auto-Regen
SA:4;160;# Auto-Life
SA:5;30;# HP+10%
SA:6;70;# HP+20%
SA:7;20;# MP+10%
SA:9;40;# Accuracy+
SA:10;30;# Distract
SA:11;220;# Long Reach
SA:12;60;# MP Attack
SA:13;35;# Bird Killer
SA:14;20;# Bug Killer
SA:15;30;# Stone Killer
SA:16;20;# Undead Killer
SA:17;100;# Dragon Killer
SA:18;45;# Devil Killer
SA:19;20;# Beast Killer
SA:20;20;# Man Eater
SA:25;25;# Add Status
SA:26;50;# Gamble Defense
SA:27;40;# Chemist
SA:35;40;# High Tide
SA:36;75;# Counter
SA:37;35;# Cover
SA:38;80;# Protect Girls
SA:39;35;# Eye 4 Eye
SA:40;25;# Body Temp
SA:42;100;# Initiative
SA:43;45;# Level Up
SA:44;70;# Ability Up
SA:48;30;# Insomniac
SA:49;20;# Antibody
SA:50;25;# Bright Eyes
SA:52;90;# Restore HP
SA:56;35;# Auto-Potion
SA:53;30;# Jelly
SA:57;25;# Locomotion
SA:58;40;# Clear Headed
