#! IncludeId
#! IncludeAuxiliaryIds
# This file contains a set of game items.
# -----------------------------------------------
# Id;WeaponId;ArmorId;EffectId;Price;GraphicsId;ColorId;Quality;BonusId;AbilityIds;Weapon;Armlet;Helmet;Armor;Accessory;Item;Gem;Usable;Order;Zidane;Vivi;Garnet;Steiner;Freya;Quina;Eiko;Amarant;Cinna;Marcus;Blank;Beatrix
# Int32;Int32;Int32;Int32;UInt32;UInt8;UInt8;Single;Int32;Ability[];Bit;Bit;Bit;Bit;Bit;Bit;Bit;Bit;Single;Bit;Bit;Bit;Bit;Bit;Bit;Bit;Bit;Bit;Bit;Bit;Bit
# -----------------------------------------------
11000;-1;11000;-1;420;11000;0;153.00;11000;SA:12000, SA:12001, SA:12002, SA:12003;0;0;0;0;1;0;0;0;253.01;0;0;0;0;0;0;0;0;0;0;0;0;# 11000 - Restore Materia
11001;-1;11001;-1;760;11000;0;1.00;11001;SA:12004, SA:12005, SA:12006;0;0;0;0;1;0;0;0;253.02;0;0;0;0;0;0;0;0;0;0;0;0;# 11001 - Heal Materia
11002;-1;11002;-1;980;11000;0;1.00;11002;SA:12007, SA:12008, SA:12009, SA:12010;0;0;0;0;1;0;0;0;253.03;0;0;0;0;0;0;0;0;0;0;0;0;# 11002 - Barrier Materia
11003;-1;11003;-1;2500;11000;0;1.00;11003;SA:12011, SA:12012;0;0;0;0;1;0;0;0;253.04;0;0;0;0;0;0;0;0;0;0;0;0;# 11003 - Revive Materia
11004;-1;11004;-1;2100;11000;0;1.00;11004;SA:12013, SA:12014, SA:12015;0;0;0;0;1;0;0;0;253.05;0;0;0;0;0;0;0;0;0;0;0;0;# 11004 - Time Materia
11005;-1;11005;-1;2600;11000;0;1.00;11005;SA:12016, SA:12017;0;0;0;0;1;0;0;0;253.06;0;0;0;0;0;0;0;0;0;0;0;0;# 11005 - Mystify Materia
11006;-1;11006;-1;520;11000;0;1.00;11006;SA:12018, SA:12019, SA:12020;0;0;0;0;1;0;0;0;253.07;0;0;0;0;0;0;0;0;0;0;0;0;# 11006 - Fire Materia
11007;-1;11007;-1;520;11000;0;1.00;11007;SA:12021, SA:12022, SA:12023;0;0;0;0;1;0;0;0;253.08;0;0;0;0;0;0;0;0;0;0;0;0;# 11007 - Ice Materia
11008;-1;11008;-1;520;11000;0;1.00;11008;SA:12024, SA:12025, SA:12026;0;0;0;0;1;0;0;0;253.09;0;0;0;0;0;0;0;0;0;0;0;0;# 11008 - Thunder Materia
11009;-1;11009;-1;12000;11000;0;1.00;11009;SA:12027, SA:12028, SA:12029, SA:12030;0;0;0;0;1;0;0;0;253.10;0;0;0;0;0;0;0;0;0;0;0;0;# 11009 - Contain Materia
11010;-1;11010;-1;25000;11000;0;1.00;11010;SA:12031;0;0;0;0;1;0;0;0;253.11;0;0;0;0;0;0;0;0;0;0;0;0;# 11010 - Ultima Materia
11011;-1;11011;-1;4200;11000;1;1.00;11011;SA:12032;0;0;0;0;1;0;0;0;253.12;0;0;0;0;0;0;0;0;0;0;0;0;# 11011 - ALL Materia
11012;-1;11012;-1;5600;11000;1;1.00;11012;SA:12033;0;0;0;0;1;0;0;0;253.13;0;0;0;0;0;0;0;0;0;0;0;0;# 11012 - HP Absorb Materia
11013;-1;11013;-1;5600;11000;1;1.00;11013;SA:12034;0;0;0;0;1;0;0;0;253.14;0;0;0;0;0;0;0;0;0;0;0;0;# 11013 - MP Absorb Materia
11014;-1;11014;-1;10000;11000;1;1.00;11014;SA:12035, SA:12036, SA:12037, SA:12038;0;0;0;0;1;0;0;0;253.15;0;0;0;0;0;0;0;0;0;0;0;0;# 11014 - MP Turbo Materia
11015;-1;11015;-1;8800;11000;1;1.00;11015;SA:12039, SA:12040, SA:12041, SA:12042;0;0;0;0;1;0;0;0;253.16;0;0;0;0;0;0;0;0;0;0;0;0;# 11015 - Mag Counter Materia
11016;-1;11016;-1;6600;11000;1;1.00;11016;SA:12043, SA:12044, SA:12045, SA:12046;0;0;0;0;1;0;0;0;253.17;0;0;0;0;0;0;0;0;0;0;0;0;# 11016 - Counter Atk Materia
11017;-1;11017;-1;3600;11000;1;1.00;11017;SA:12047, SA:12048, SA:12049, SA:12050;0;0;0;0;1;0;0;0;253.18;0;0;0;0;0;0;0;0;0;0;0;0;# 11017 - Cover Materia
11018;-1;11018;-1;2400;11000;2;1.00;11018;SA:12051, SA:12052, SA:12053;0;0;0;0;1;0;0;0;253.19;0;0;0;0;0;0;0;0;0;0;0;0;# 11018 - HP Plus Materia
11019;-1;11019;-1;2400;11000;2;1.00;11019;SA:12054, SA:12055, SA:12056;0;0;0;0;1;0;0;0;253.20;0;0;0;0;0;0;0;0;0;0;0;0;# 11019 - MP Plus Materia
11020;-1;11020;-1;8000;11000;2;1.00;11020;SA:12057;0;0;0;0;1;0;0;0;253.21;0;0;0;0;0;0;0;0;0;0;0;0;# 11020 - Long Range Materia
11021;-1;11021;-1;12000;11000;2;1.00;11021;SA:12059, SA:12060;0;0;0;0;1;0;0;0;253.22;0;0;0;0;0;0;0;0;0;0;0;0;# 11021 - Exp Plus Materia
11022;-1;11022;-1;3400;11000;2;1.00;11022;SA:12061, SA:12062, SA:12063;0;0;0;0;1;0;0;0;253.23;0;0;0;0;0;0;0;0;0;0;0;0;# 11022 - Strength Up Materia
11023;-1;11023;-1;3400;11000;2;1.00;11023;SA:12064, SA:12065, SA:12066;0;0;0;0;1;0;0;0;253.24;0;0;0;0;0;0;0;0;0;0;0;0;# 11023 - Magic Up Materia
11024;-1;11024;-1;1100;11000;3;1.00;11024;SA:12067;0;0;0;0;1;0;0;0;253.25;0;0;0;0;0;0;0;0;0;0;0;0;# 11024 - Assess Materia
11025;-1;11025;-1;800;11000;3;1.00;11025;SA:12068;0;0;0;0;1;0;0;0;253.26;0;0;0;0;0;0;0;0;0;0;0;0;# 11025 - Steal Materia
11026;-1;11026;-1;12500;11000;3;1.00;11026;SA:12069;0;0;0;0;1;0;0;0;253.27;0;0;0;0;0;0;0;0;0;0;0;0;# 11026 - Deathblow Materia
11027;-1;11027;-1;12500;11000;3;1.00;11027;SA:12070;0;0;0;0;1;0;0;0;253.28;0;0;0;0;0;0;0;0;0;0;0;0;# 11027 - Double Cut Materia
11028;-1;11028;-1;12500;11000;3;1.00;11028;SA:12071;0;0;0;0;1;0;0;0;253.29;0;0;0;0;0;0;0;0;0;0;0;0;# 11028 - Slash All Materia
12016;-1;12016;-1;180;13;3;20.00;12016;SA:12075;0;1;0;0;0;0;0;0;120.01;0;0;0;0;0;0;0;0;0;0;0;0;# 12016 - Bronze Bangle
12017;-1;12017;-1;320;13;3;20.01;0;SA:12076;0;1;0;0;0;0;0;0;120.02;0;0;0;0;0;0;0;0;0;0;0;0;# 12017 - Iron Bangle
12018;-1;12018;-1;650;13;3;20.02;0;SA:12079;0;1;0;0;0;0;0;0;120.03;0;0;0;0;0;0;0;0;0;0;0;0;# 12018 - Mythril Bangle
12019;-1;12019;-1;1150;13;3;20.03;0;SA:12080;0;1;0;0;0;0;0;0;120.04;0;0;0;0;0;0;0;0;0;0;0;0;# 12019 - Silver Armlet
